digit,index,true,pred,misclassified,perturb_norm_l2
3,163,3,5,True,1152.4306640625
3,164,3,3,False,0.0
3,165,3,3,False,0.0
3,166,3,3,False,1073.6566162109375
3,167,3,5,True,1125.6544189453125
3,168,3,2,True,1121.2669677734375
3,169,3,5,True,1149.4451904296875
3,170,3,3,False,0.0
3,171,3,8,True,1148.0426025390625
3,172,3,3,False,1126.9356689453125
3,173,3,3,False,0.0
3,174,3,5,True,1190.8865966796875
3,175,3,3,False,0.0
3,176,3,5,True,1149.1533203125
3,177,3,3,False,0.0
3,178,3,8,True,1138.9105224609375
3,179,3,5,True,1164.6751708984375
3,180,3,3,False,0.0
3,181,3,3,False,0.0
3,182,3,2,True,1156.646240234375
3,183,3,3,False,0.0
3,184,3,3,False,0.0
3,185,3,2,True,1170.55908203125
3,186,3,5,True,1144.056884765625
3,187,3,3,False,0.0
3,188,3,3,False,0.0
3,189,3,3,False,0.0
3,190,3,3,False,0.0
3,191,3,3,False,0.0
3,192,3,2,True,1144.63671875
3,193,3,5,True,1155.702392578125
3,194,3,5,True,1149.4140625
3,195,3,3,False,0.0
3,196,3,3,False,0.0
3,197,3,3,False,0.0
3,198,3,3,False,0.0
3,199,3,3,False,1037.702392578125
4,200,4,4,False,0.0
4,201,4,7,True,1162.7349853515625
4,202,4,7,True,1125.88623046875
4,203,4,4,False,0.0
4,204,4,4,False,0.0
4,205,4,5,True,1136.0906982421875
4,206,4,7,True,1163.9779052734375
4,207,4,9,True,1175.6627197265625
4,208,4,7,True,1153.9395751953125
4,209,4,6,True,1122.2867431640625
4,210,4,7,True,1150.16845703125
4,211,4,2,True,1145.5684814453125
4,212,4,9,True,1155.3433837890625
4,213,4,6,True,1162.003662109375
4,214,4,7,True,1132.0853271484375
4,215,4,2,True,1162.2716064453125
4,216,4,9,True,1170.8153076171875
4,217,4,5,True,1170.317138671875
4,218,4,4,False,0.0
4,219,4,4,False,0.0
4,220,4,7,True,1167.9244384765625
4,221,4,4,False,1043.839599609375
4,222,4,4,False,0.0
4,223,4,7,True,1130.139892578125
4,224,4,8,True,1131.2255859375
4,225,4,7,True,1157.9224853515625
4,226,4,7,True,1119.89404296875
4,227,4,4,False,1009.5648803710938
4,228,4,4,False,0.0
4,229,4,9,True,1166.406494140625
4,230,4,9,True,1136.3720703125
4,231,4,2,True,1162.6514892578125
4,232,4,7,True,1117.217529296875
4,233,4,7,True,1192.6907958984375
4,234,4,2,True,1165.1192626953125
4,235,4,6,True,1173.1844482421875
4,236,4,5,True,1160.9395751953125
4,237,4,7,True,1138.8834228515625
4,238,4,7,True,1174.4114990234375
4,239,4,7,True,1123.7509765625
4,240,4,4,False,1089.006591796875
4,241,4,8,True,1142.4058837890625
4,242,4,7,True,1154.1097412109375
4,243,4,7,True,1148.521728515625
4,244,4,7,True,1188.0670166015625
4,245,4,8,True,1165.1265869140625
4,246,4,9,True,1165.5145263671875
4,247,4,8,True,1125.7481689453125
4,248,4,2,True,1167.1702880859375
4,249,4,4,False,0.0
5,250,5,5,False,0.0
5,251,5,5,False,0.0
5,252,5,7,True,1147.1624755859375
5,253,5,7,True,1104.704345703125
5,254,5,5,False,0.0
5,255,5,5,False,0.0
5,256,5,3,True,1168.668212890625
5,257,5,5,False,1067.262451171875
5,258,5,2,True,1144.04443359375
5,259,5,6,True,1143.6734619140625
5,260,5,3,True,1150.4771728515625
5,261,5,5,False,989.97216796875
5,262,5,5,False,1139.5068359375
5,263,5,5,False,0.0
5,264,5,5,False,0.0
5,265,5,5,False,0.0
5,266,5,5,False,0.0
5,267,5,5,False,0.0
5,268,5,5,False,0.0
5,269,5,5,False,0.0
5,270,5,6,True,1132.2647705078125
5,271,5,5,False,0.0
5,272,5,5,False,0.0
5,273,5,5,False,0.0
5,274,5,5,False,0.0
5,275,5,6,True,1135.0975341796875
5,276,5,5,False,0.0
5,277,5,8,True,1131.0770263671875
5,278,5,5,False,1126.010986328125
5,279,5,5,False,0.0
5,280,5,5,False,0.0
5,281,5,3,True,1145.4957275390625
5,282,5,5,False,0.0
5,283,5,5,False,0.0
5,284,5,5,False,0.0
5,285,5,5,False,1088.1654052734375
5,286,5,5,False,0.0
5,287,5,5,False,0.0
5,288,5,5,False,0.0
5,289,5,2,True,1193.9844970703125
5,290,5,3,True,1124.2962646484375
5,291,5,3,True,1100.3616943359375
5,292,5,3,True,1111.1248779296875
5,293,5,3,True,1157.8946533203125
5,294,5,5,False,0.0
5,295,5,5,False,0.0
5,296,5,8,True,1143.705078125
5,297,5,8,True,1170.5985107421875
5,298,5,3,True,1087.680419921875
5,299,5,6,True,1192.0135498046875
6,300,6,2,True,1160.6280517578125
6,301,6,2,True,1146.992431640625
6,302,6,5,True,1210.1331787109375
6,303,6,0,True,1168.2593994140625
6,304,6,6,False,1134.0711669921875
6,305,6,2,True,1157.49462890625
6,306,6,2,True,1135.989013671875
6,307,6,6,False,0.0
6,308,6,2,True,1181.265869140625
6,309,6,6,False,0.0
6,310,6,6,False,0.0
6,311,6,6,False,0.0
6,312,6,6,False,0.0
6,313,6,2,True,1141.208740234375
6,314,6,6,False,0.0
6,315,6,5,True,1164.1610107421875
6,316,6,5,True,1128.82275390625
6,317,6,6,False,0.0
6,318,6,2,True,1163.0848388671875
6,319,6,2,True,1170.2344970703125
6,320,6,5,True,1173.4085693359375
6,321,6,6,False,0.0
6,322,6,6,False,0.0
6,323,6,2,True,1185.14599609375
6,324,6,6,False,0.0
6,325,6,1,True,1146.298828125
6,326,6,2,True,1151.465576171875
6,327,6,6,False,0.0
6,328,6,6,False,0.0
6,329,6,6,False,1138.0
6,330,6,2,True,1155.898681640625
6,331,6,6,False,0.0
6,332,6,6,False,0.0
6,333,6,0,True,1105.362060546875
6,334,6,6,False,1007.9553833007812
6,335,6,6,False,0.0
6,336,6,2,True,1170.1661376953125
6,337,6,0,True,1154.821044921875
6,338,6,6,False,0.0
6,339,6,2,True,1152.737548828125
6,340,6,6,False,0.0
6,341,6,6,False,1059.958740234375
6,342,6,6,False,0.0
6,343,6,6,False,0.0
6,344,6,6,False,1151.41796875
6,345,6,2,True,1148.5904541015625
6,346,6,7,True,1164.511962890625
6,347,6,6,False,0.0
6,348,6,2,True,1148.06201171875
6,349,6,6,False,0.0
7,350,7,5,True,1173.2611083984375
7,351,7,7,False,0.0
7,352,7,7,False,0.0
7,353,7,7,False,0.0
7,354,7,7,False,0.0
7,355,7,2,True,1162.93212890625
7,356,7,2,True,1141.1435546875
7,357,7,7,False,0.0
7,358,7,7,False,1094.27490234375
7,359,7,7,False,0.0
7,360,7,7,False,0.0
7,361,7,7,False,0.0
7,362,7,7,False,0.0
7,363,7,2,True,1172.504638671875
7,364,7,7,False,0.0
7,365,7,2,True,1161.9212646484375
7,366,7,7,False,1134.2205810546875
7,367,7,7,False,0.0
7,368,7,7,False,0.0
7,369,7,7,False,0.0
7,370,7,2,True,1168.793212890625
7,371,7,7,False,0.0
7,372,7,7,False,0.0
7,373,7,2,True,1126.9945068359375
7,374,7,2,True,1179.75537109375
7,375,7,7,False,0.0
7,376,7,2,True,1160.415283203125
7,377,7,7,False,0.0
7,378,7,2,True,1131.2806396484375
7,379,7,7,False,0.0
7,380,7,2,True,1155.7939453125
7,381,7,7,False,0.0
7,382,7,3,True,1148.6002197265625
7,383,7,7,False,0.0
7,384,7,7,False,1108.3631591796875
7,385,7,7,False,0.0
7,386,7,7,False,0.0
7,387,7,7,False,0.0
7,388,7,7,False,0.0
7,389,7,5,True,1162.2657470703125
7,390,7,2,True,1137.062255859375
7,391,7,1,True,1179.6849365234375
7,392,7,2,True,1178.6280517578125
7,393,7,7,False,0.0
7,394,7,7,False,0.0
7,395,7,2,True,1153.237548828125
7,396,7,2,True,1169.87060546875
7,397,7,7,False,0.0
7,398,7,7,False,0.0
7,399,7,7,False,1085.5694580078125
8,400,8,5,True,1142.642578125
8,401,8,8,False,0.0
8,402,8,8,False,0.0
8,403,8,2,True,1167.2847900390625
8,404,8,5,True,1182.244873046875
8,405,8,2,True,1165.1109619140625
8,406,8,5,True,1159.171142578125
8,407,8,8,False,1129.69091796875
8,408,8,7,True,1168.5750732421875
8,409,8,9,True,1156.3565673828125
8,410,8,2,True,1142.999267578125
8,411,8,2,True,1189.7789306640625
8,412,8,3,True,1144.5714111328125
8,413,8,8,False,1104.5859375
8,414,8,2,True,1138.691162109375
8,415,8,5,True,1168.67431640625
8,416,8,2,True,1127.64697265625
8,417,8,3,True,1129.5660400390625
8,418,8,2,True,1164.6265869140625
8,419,8,2,True,1188.412353515625
8,420,8,5,True,1123.4268798828125
8,421,8,2,True,1147.263671875
8,422,8,8,False,1100.947265625
8,423,8,3,True,1179.4248046875
8,424,8,6,True,1140.937744140625
8,425,8,3,True,1107.271240234375
8,426,8,2,True,1163.289794921875
8,427,8,2,True,1156.905029296875
8,428,8,2,True,1147.201416015625
8,429,8,8,False,0.0
8,430,8,2,True,1173.13916015625
8,431,8,3,True,1171.694580078125
8,432,8,8,False,0.0
8,433,8,2,True,1169.7406005859375
8,434,8,8,False,1182.755859375
8,435,8,8,False,0.0
8,436,8,7,True,1180.1727294921875
8,437,8,8,False,0.0
8,438,8,2,True,1139.4932861328125
8,439,8,2,True,1109.498291015625
8,440,8,2,True,1138.609619140625
8,441,8,2,True,1085.7864990234375
8,442,8,2,True,1155.723388671875
8,443,8,2,True,1189.394775390625
8,444,8,3,True,1152.648681640625
8,445,8,2,True,1202.6192626953125
8,446,8,8,False,0.0
8,447,8,2,True,1181.887939453125
8,448,8,2,True,1161.00244140625
8,449,8,2,True,1121.400390625
9,450,9,7,True,1155.835205078125
9,451,9,4,True,1135.218017578125
9,452,9,7,True,1177.54296875
9,453,9,7,True,1155.673828125
9,454,9,3,True,1144.9844970703125
9,455,9,7,True,1203.38232421875
9,456,9,7,True,1179.4039306640625
9,457,9,8,True,1177.6015625
9,458,9,5,True,1173.0838623046875
9,459,9,8,True,1157.6358642578125
9,460,9,5,True,1125.986572265625
9,461,9,7,True,1166.6346435546875
9,462,9,7,True,1143.005859375
9,463,9,7,True,1141.0272216796875
9,464,9,0,True,1114.1646728515625
9,465,9,3,True,1220.3330078125
9,466,9,7,True,1119.807373046875
9,467,9,7,True,1112.877685546875
9,468,9,7,True,1165.7867431640625
9,469,9,7,True,1136.6767578125
9,470,9,7,True,1163.405517578125
9,471,9,8,True,1154.865234375
9,472,9,5,True,1174.9444580078125
9,473,9,9,False,1184.990966796875
9,474,9,7,True,1121.93896484375
9,475,9,7,True,1204.61181640625
9,476,9,7,True,1178.9722900390625
9,477,9,7,True,1174.697021484375
9,478,9,7,True,1142.5750732421875
9,479,9,7,True,1149.202392578125
9,480,9,3,True,1146.3480224609375
9,481,9,7,True,1145.73193359375
9,482,9,8,True,1154.24462890625
9,483,9,2,True,1164.8082275390625
9,484,9,7,True,1108.0804443359375
9,485,9,8,True,1166.111328125
9,486,9,7,True,1126.274169921875
9,487,9,7,True,1150.6522216796875
9,488,9,7,True,1135.623779296875
9,489,9,7,True,1137.846923828125
9,490,9,3,True,1161.2135009765625
9,491,9,7,True,1132.306884765625
9,492,9,8,True,1155.54296875
9,493,9,2,True,1121.50732421875
9,494,9,7,True,1160.174560546875
9,495,9,7,True,1156.6595458984375
9,496,9,2,True,1168.4708251953125
9,497,9,5,True,1180.0299072265625
9,498,9,7,True,1198.8260498046875
9,499,9,7,True,1165.493408203125
