digit,index,true,pred,misclassified,perturb_norm_l2
4,201,4,4,False,1662.4932861328125
4,202,4,4,False,1663.5623779296875
4,203,4,4,False,0.0
4,204,4,2,True,1633.6796875
4,205,4,2,True,1670.9073486328125
4,206,4,6,True,1633.1431884765625
4,207,4,4,False,0.0
4,208,4,4,False,0.0
4,209,4,9,True,1666.6251220703125
4,210,4,9,True,1681.2833251953125
4,211,4,4,False,1697.144287109375
4,212,4,2,True,1676.8671875
4,213,4,4,False,0.0
4,214,4,7,True,1655.57666015625
4,215,4,4,False,0.0
4,216,4,7,True,1659.7110595703125
4,217,4,4,False,0.0
4,218,4,4,False,0.0
4,219,4,2,True,1698.2454833984375
4,220,4,4,False,1650.8067626953125
4,221,4,4,False,0.0
4,222,4,4,False,0.0
4,223,4,4,False,0.0
4,224,4,1,True,1676.409423828125
4,225,4,6,True,1655.8095703125
4,226,4,5,True,1626.0926513671875
4,227,4,7,True,1705.9853515625
4,228,4,9,True,1711.8011474609375
4,229,4,4,False,0.0
4,230,4,4,False,1645.673095703125
4,231,4,4,False,0.0
4,232,4,4,False,0.0
4,233,4,4,False,0.0
4,234,4,4,False,0.0
4,235,4,2,True,1698.5286865234375
4,236,4,4,False,0.0
4,237,4,4,False,0.0
4,238,4,4,False,1660.9510498046875
4,239,4,4,False,0.0
4,240,4,4,False,0.0
4,241,4,4,False,1697.926513671875
4,242,4,4,False,1688.716552734375
4,243,4,4,False,0.0
4,244,4,4,False,0.0
4,245,4,4,False,0.0
4,246,4,5,True,1729.95703125
4,247,4,4,False,0.0
4,248,4,4,False,0.0
4,249,4,4,False,0.0
5,250,5,5,False,1676.6466064453125
5,251,5,8,True,1730.2742919921875
5,252,5,5,False,0.0
5,253,5,5,False,0.0
5,254,5,5,False,0.0
5,255,5,5,False,0.0
5,256,5,5,False,0.0
5,257,5,5,False,0.0
5,258,5,5,False,0.0
5,259,5,5,False,0.0
5,260,5,5,False,0.0
5,261,5,5,False,0.0
5,262,5,5,False,0.0
5,263,5,5,False,0.0
5,264,5,5,False,0.0
5,265,5,5,False,0.0
5,266,5,5,False,0.0
5,267,5,5,False,0.0
5,268,5,5,False,0.0
5,269,5,5,False,0.0
5,270,5,5,False,0.0
5,271,5,5,False,0.0
5,272,5,5,False,1638.5137939453125
5,273,5,5,False,0.0
5,274,5,5,False,0.0
5,275,5,5,False,0.0
5,276,5,5,False,0.0
5,277,5,6,True,1633.183349609375
5,278,5,5,False,0.0
5,279,5,5,False,0.0
5,280,5,5,False,0.0
5,281,5,5,False,1641.058349609375
5,282,5,5,False,1603.8656005859375
5,283,5,5,False,1637.4222412109375
5,284,5,5,False,0.0
5,285,5,5,False,0.0
5,286,5,5,False,1719.5299072265625
5,287,5,6,True,1684.0086669921875
5,288,5,5,False,0.0
5,289,5,5,False,0.0
5,290,5,5,False,0.0
5,291,5,7,True,1631.1572265625
5,292,5,5,False,0.0
5,293,5,5,False,0.0
5,294,5,5,False,1672.6614990234375
5,295,5,5,False,0.0
5,296,5,5,False,0.0
5,297,5,5,False,1631.9425048828125
5,298,5,5,False,0.0
5,299,5,5,False,0.0
6,300,6,6,False,0.0
6,301,6,6,False,1713.3231201171875
6,302,6,6,False,0.0
6,303,6,6,False,1678.908447265625
6,304,6,6,False,0.0
6,305,6,6,False,0.0
6,306,6,6,False,0.0
6,307,6,6,False,0.0
6,308,6,6,False,0.0
6,309,6,6,False,0.0
6,310,6,5,True,1679.83447265625
6,311,6,6,False,0.0
6,312,6,6,False,1626.205078125
6,313,6,6,False,0.0
6,314,6,6,False,0.0
6,315,6,6,False,0.0
6,316,6,6,False,1729.993896484375
6,317,6,6,False,0.0
6,318,6,6,False,0.0
6,319,6,6,False,0.0
6,320,6,6,False,1672.263916015625
6,321,6,6,False,0.0
6,322,6,2,True,1619.0010986328125
6,323,6,5,True,1644.2425537109375
6,324,6,6,False,0.0
6,325,6,6,False,0.0
6,326,6,8,True,1727.1871337890625
6,327,6,6,False,0.0
6,328,6,6,False,0.0
6,329,6,6,False,0.0
6,330,6,6,False,0.0
6,331,6,6,False,0.0
6,332,6,6,False,0.0
6,333,6,6,False,1709.3746337890625
6,334,6,6,False,0.0
6,335,6,6,False,0.0
6,336,6,3,True,1679.1314697265625
6,337,6,6,False,0.0
6,338,6,6,False,0.0
6,339,6,6,False,1697.1900634765625
6,340,6,6,False,0.0
6,341,6,6,False,0.0
6,342,6,6,False,0.0
6,343,6,6,False,1656.712890625
6,344,6,6,False,0.0
6,345,6,6,False,0.0
6,346,6,6,False,1696.4296875
6,347,6,6,False,0.0
6,348,6,6,False,0.0
6,349,6,6,False,0.0
7,350,7,2,True,1697.5198974609375
7,351,7,7,False,1606.1646728515625
7,352,7,3,True,1664.875244140625
7,353,7,7,False,0.0
7,354,7,7,False,0.0
7,355,7,7,False,0.0
7,356,7,7,False,0.0
7,357,7,7,False,0.0
7,358,7,7,False,1673.1903076171875
7,359,7,5,True,1697.5487060546875
7,360,7,7,False,0.0
7,361,7,7,False,0.0
7,362,7,2,True,1694.5938720703125
7,363,7,7,False,1664.868408203125
7,364,7,7,False,0.0
7,365,7,7,False,0.0
7,366,7,7,False,1692.9918212890625
7,367,7,7,False,0.0
7,368,7,7,False,0.0
7,369,7,7,False,1728.334228515625
7,370,7,7,False,0.0
7,371,7,7,False,0.0
7,372,7,7,False,1652.1571044921875
7,373,7,2,True,1700.1356201171875
7,374,7,3,True,1733.545166015625
7,375,7,7,False,1659.8291015625
7,376,7,2,True,1664.6522216796875
7,377,7,2,True,1656.9080810546875
7,378,7,2,True,1721.6732177734375
7,379,7,1,True,1773.53857421875
7,380,7,7,False,1643.255859375
7,381,7,7,False,0.0
7,382,7,2,True,1700.990966796875
7,383,7,7,False,0.0
7,384,7,7,False,1671.1632080078125
7,385,7,7,False,1671.0863037109375
7,386,7,7,False,0.0
7,387,7,2,True,1738.886474609375
7,388,7,7,False,1624.2159423828125
7,389,7,7,False,1640.8638916015625
7,390,7,7,False,0.0
7,391,7,7,False,1679.5615234375
7,392,7,1,True,1718.48681640625
7,393,7,7,False,1659.78857421875
7,394,7,7,False,0.0
7,395,7,7,False,0.0
7,396,7,7,False,0.0
7,397,7,7,False,0.0
7,398,7,2,True,1621.947265625
7,399,7,7,False,0.0
8,400,8,8,False,0.0
8,401,8,8,False,1706.14599609375
8,402,8,8,False,1652.37255859375
8,403,8,8,False,0.0
8,404,8,5,True,1592.2564697265625
8,405,8,8,False,0.0
8,406,8,7,True,1616.316162109375
8,407,8,1,True,1701.58251953125
8,408,8,2,True,1721.7735595703125
8,409,8,8,False,0.0
8,410,8,3,True,1692.8216552734375
8,411,8,2,True,1735.3485107421875
8,412,8,5,True,1723.3948974609375
8,413,8,5,True,1638.72705078125
8,414,8,8,False,0.0
8,415,8,2,True,1668.419189453125
8,416,8,8,False,1665.2919921875
8,417,8,8,False,1661.8665771484375
8,418,8,2,True,1715.2923583984375
8,419,8,8,False,0.0
8,420,8,2,True,1743.68359375
8,421,8,2,True,1692.175537109375
8,422,8,8,False,1701.885009765625
8,423,8,2,True,1684.9132080078125
8,424,8,8,False,1628.4615478515625
8,425,8,8,False,0.0
8,426,8,2,True,1652.5135498046875
8,427,8,8,False,0.0
8,428,8,8,False,0.0
8,429,8,8,False,0.0
8,430,8,2,True,1704.859619140625
8,431,8,5,True,1686.61474609375
8,432,8,8,False,1665.7357177734375
8,433,8,8,False,0.0
8,434,8,8,False,1672.6680908203125
8,435,8,8,False,1694.501708984375
8,436,8,8,False,0.0
8,437,8,8,False,1626.3160400390625
8,438,8,6,True,1678.6229248046875
8,439,8,7,True,1708.080810546875
8,440,8,2,True,1711.271240234375
8,441,8,8,False,0.0
8,442,8,8,False,0.0
8,443,8,2,True,1676.8377685546875
8,444,8,3,True,1636.8089599609375
8,445,8,8,False,1666.8553466796875
8,446,8,8,False,0.0
8,447,8,8,False,1664.228759765625
8,448,8,8,False,0.0
8,449,8,8,False,1690.2799072265625
9,450,9,7,True,1656.7958984375
9,451,9,9,False,0.0
9,452,9,5,True,1690.032958984375
9,453,9,9,False,0.0
9,454,9,7,True,1690.7969970703125
9,455,9,6,True,1630.881103515625
9,456,9,9,False,1696.7593994140625
9,457,9,5,True,1675.9554443359375
9,458,9,5,True,1704.917724609375
9,459,9,4,True,1739.477783203125
9,460,9,4,True,1723.43505859375
9,461,9,4,True,1639.0931396484375
9,462,9,9,False,0.0
9,463,9,9,False,1665.486083984375
9,464,9,9,False,1661.34326171875
9,465,9,7,True,1666.7598876953125
9,466,9,4,True,1710.7005615234375
9,467,9,5,True,1701.0189208984375
9,468,9,9,False,0.0
9,469,9,7,True,1647.233642578125
9,470,9,4,True,1662.0810546875
9,471,9,5,True,1690.345947265625
9,472,9,9,False,1616.00634765625
9,473,9,9,False,0.0
9,474,9,7,True,1673.2591552734375
9,475,9,9,False,1736.2635498046875
9,476,9,7,True,1636.779052734375
9,477,9,9,False,0.0
9,478,9,9,False,1647.2091064453125
9,479,9,9,False,1608.730224609375
9,480,9,9,False,1654.6983642578125
9,481,9,7,True,1698.83349609375
9,482,9,0,True,1713.1385498046875
9,483,9,5,True,1733.287353515625
9,484,9,4,True,1642.0233154296875
9,485,9,4,True,1639.206787109375
9,486,9,7,True,1675.65625
9,487,9,4,True,1659.9266357421875
9,488,9,9,False,0.0
9,489,9,9,False,1647.1483154296875
9,490,9,4,True,1735.090576171875
9,491,9,7,True,1622.3687744140625
9,492,9,9,False,0.0
9,493,9,4,True,1747.7989501953125
9,494,9,9,False,0.0
9,495,9,2,True,1615.6829833984375
9,496,9,9,False,1694.41064453125
9,497,9,9,False,1693.3917236328125
9,498,9,9,False,1654.619873046875
9,499,9,7,True,1661.099365234375
